ID,X,Y,Z,R,G,B,PART
5061C9FFE649A8D9,-2.23,-5.72,30.80,0.84,0.81,0.97,BODY
CD0311B2D8803AA8,1.40,-5.71,31.60,0.46,0.53,0.83,BODY
7F272C8926EBE359,-5.08,-6.16,32.40,0.18,0.45,0.93,BODY
049E9CF0FF809F98,-2.63,-5.69,30.00,0.64,0.67,0.86,BODY
0156CE829FE7B4E3,1.31,-6.08,30.80,0.42,0.55,0.82,BODY
A69C01B91B3C81AC,3.09,-5.73,31.60,0.91,0.81,0.94,BODY
978CD548096DAACB,-3.32,-5.82,32.40,0.94,0.73,0.81,BODY
DA41E5EE9CEDE7E3,-1.61,-6.13,30.00,0.90,0.82,0.87,BODY
755F0B4E5F463D36,2.53,-5.72,30.80,0.87,0.89,0.97,BODY
547FDADE8A3A3C1D,-4.90,-6.11,31.60,0.47,0.53,0.82,BODY
F13E2F1CA8FB1338,-2.40,-6.10,32.40,0.84,0.86,0.97,BODY
357D6FCE39E2F93F,1.45,-5.87,30.00,0.36,0.39,0.72,BODY
D2E8451B73C16858,4.38,-5.55,30.80,0.33,0.36,0.51,BODY
A9434472ED454E35,-3.30,-5.90,31.60,0.94,0.78,0.91,BODY
0E903150E8933C1E,0.75,-5.61,32.40,0.37,0.52,0.83,BODY
EB8975865E0F2375,2.71,-5.94,30.00,0.39,0.38,0.55,BODY
3AB5BF5F48CF8C0E,-5.37,-5.93,30.80,0.15,0.36,0.69,BODY
18B814EE68F01EF8,-3.37,-5.73,31.60,0.78,0.62,0.68,BODY
B16A975BB3FD51D0,-1.35,-5.81,32.40,0.60,0.53,0.60,BODY
E581B8B9A9DA14AC,2.69,-5.72,30.00,0.51,0.47,0.64,BODY
D7A79FC6F0B1285D,-5.87,-5.91,30.80,0.35,0.47,0.78,BODY
1AA5D954425F36BC,-4.15,-5.54,31.60,0.52,0.35,0.52,BODY
9DF666FB27A843E3,-2.04,-6.00,32.40,0.94,0.84,0.94,BODY
8C6ADEDF5E934733,2.05,-5.92,30.00,0.91,0.91,0.97,BODY
0925AA9539843A80,4.42,-5.45,30.80,0.65,0.55,0.67,BODY
A2B721D6747F8274,-4.42,-5.75,31.60,0.12,0.11,0.24,BODY
E1D9EF3C58BEAF4B,-2.20,-5.93,32.40,0.32,0.53,0.87,BODY
E35EDB0F89BFC286,1.57,-5.87,30.00,0.74,0.73,0.94,BODY
B86A090FD28F56E9,3.84,-5.45,30.80,0.22,0.29,0.54,BODY
FBAA7935A7D04CD2,-5.04,-5.51,31.60,0.33,0.56,0.88,BODY
1215A9E16460DF9F,-3.21,-5.45,32.40,0.61,0.60,0.84,BODY
FDC01DAA883AA67D,0.99,-5.89,30.00,0.58,0.65,0.87,BODY
52EBD55B98A1804D,2.79,-5.60,30.80,0.30,0.45,0.78,BODY
A853C36A7ABAB267,4.81,-5.85,31.60,0.39,0.41,0.58,BODY
5C71F6596C086AAC,-4.41,-5.70,32.40,0.27,0.29,0.56,BODY
BB008FC72E3A66E8,-2.53,-5.76,30.00,0.24,0.29,0.71,BODY
9755179D669D9E54,1.28,-5.60,30.80,0.16,0.44,0.84,BODY
C0F19BE7AB5DF3E1,3.61,-5.48,31.60,0.16,0.28,0.49,BODY
C4FF026650E14C0C,-5.87,-5.76,32.40,0.20,0.39,0.80,BODY
C4810B5A8959E9A6,-4.41,-5.21,30.00,0.67,0.61,0.78,BODY
86510D9A521108A2,-2.46,-5.73,30.80,0.39,0.57,0.93,BODY
368398F4E286CAAF,1.66,-5.67,31.60,0.97,0.91,1.00,BODY
411AC16668049199,4.12,-5.78,32.40,0.06,0.16,0.32,BODY
93192FCDDADB033D,-6.01,-5.67,30.00,0.37,0.53,0.91,BODY
2685D8210F33A4BB,-4.14,-5.73,30.80,0.13,0.09,0.35,BODY
79A31631A132C9CD,-2.65,-5.19,31.60,0.32,0.51,0.91,BODY
42657A542389C15F,1.82,-5.73,32.40,0.88,0.82,0.93,BODY
BF974EF6ACD4B7F8,3.63,-5.28,30.00,0.36,0.38,0.60,BODY
629BEF840A505AA5,-5.86,-5.24,30.80,0.31,0.51,0.96,BODY
7058C1222E37EB07,-3.96,-5.12,31.60,0.19,0.24,0.55,BODY
C3C32D46FFC4F701,-2.67,-5.47,32.40,0.20,0.38,0.80,BODY
1D493BE9CD47A049,2.17,-5.57,30.00,0.70,0.69,0.76,BODY
B2166944E0950BE6,3.87,-5.63,30.80,0.64,0.58,0.74,BODY
7CF2F935B63C6E08,-5.91,-5.21,31.60,0.31,0.51,0.96,BODY
52C579744FC951A7,-4.10,-5.40,32.40,0.32,0.38,0.67,BODY
1507934AC748982E,-2.53,-5.16,30.00,0.13,0.36,0.81,BODY
04751C9D98C5F2D7,2.02,-5.56,30.80,0.70,0.69,0.76,BODY
8425C675D5BD214D,3.70,-5.30,31.60,0.64,0.58,0.74,BODY
C774641232F2434C,-5.81,-5.51,32.40,0.29,0.50,0.93,BODY
3BC0638B3A2B62F5,-4.67,-5.07,30.00,0.19,0.41,0.87,BODY
