ID,X,Y,Z,R,G,B,PART
48C7F9B8857D6968,3.57,-6.97,30.40,0.16,0.20,0.52,BODY
3D6382709F3AB362,6.09,-6.74,30.60,0.11,0.13,0.40,BODY
B5FFD038F6AE19C5,-5.26,-6.81,30.00,0.55,0.15,0.42,BODY
88AB8474C3205802,-3.11,-6.77,30.20,0.38,0.07,0.22,BODY
C44CC1412D7BDF5B,-1.11,-7.05,30.40,0.16,0.20,0.52,BODY
C3C351964A237CEE,1.74,-6.96,30.60,0.13,0.19,0.48,BODY
C5488D5F5C54C377,3.56,-6.69,30.00,0.15,0.20,0.52,BODY
FB88285CE4DB952D,6.09,-7.14,30.20,0.13,0.16,0.45,BODY
C8CEE0ADF5C30ADF,-5.40,-7.12,30.40,0.57,0.14,0.44,BODY
CAD58C1B0A987FCD,-3.00,-7.20,30.60,0.36,0.02,0.16,BODY
36B83EF05F979C77,-0.87,-6.96,30.00,0.14,0.20,0.52,BODY
